experiment,model,feature,selection_score
unseen_cobalt_strike,decision_tree,cat__tls_next_protocol_http/1.1,2400.6103050964634
unseen_cobalt_strike,decision_tree,cat__tls_next_protocol_h2,2396.2516073810775
unseen_cobalt_strike,decision_tree,num__dns_ttl_mean,2097.9782393924415
unseen_cobalt_strike,decision_tree,num__dns_span_minutes,1687.9001128817551
unseen_cobalt_strike,decision_tree,num__dns_query_length_mean,1644.9793354958888
unseen_cobalt_strike,decision_tree,cat__tls_version_TLSv10,1633.9930927051414
unseen_cobalt_strike,decision_tree,num__tls_sni_length_mean,1566.422780429624
unseen_cobalt_strike,decision_tree,num__http_status_code_median,1557.3942014686334
unseen_cobalt_strike,decision_tree,cat__conn_state_REJ,1550.644042650837
unseen_cobalt_strike,decision_tree,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,1417.7548490040936
unseen_cobalt_strike,decision_tree,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,1373.8799382990019
unseen_cobalt_strike,decision_tree,num__tls_sni_digit_ratio_mean,1363.2954619952702
unseen_cobalt_strike,decision_tree,num__http_user_agent_reuse_mean,1203.3639474150953
unseen_cobalt_strike,decision_tree,num__burstiness,1146.7274491366213
unseen_cobalt_strike,decision_tree,num__dns_answer_count_mean,1079.4952880346991
unseen_cobalt_strike,decision_tree,cat__dns_qtype_A,885.1465198757222
unseen_cobalt_strike,decision_tree,cat__dns_qtype_PTR,832.5229983804953
unseen_cobalt_strike,decision_tree,cat__tls_cipher_TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,816.7124491755441
unseen_cobalt_strike,decision_tree,cat__proto_udp,802.8352008254493
unseen_cobalt_strike,decision_tree,num__dns_cv_iat,760.6003918410088
unseen_cobalt_strike,decision_tree,num__tls_sni_present_ratio,704.1537519514757
unseen_cobalt_strike,decision_tree,num__dns_label_count_mean,696.474467092305
unseen_cobalt_strike,decision_tree,cat__tls_cipher_TLS_RSA_WITH_AES_256_CBC_SHA,660.4135071621351
unseen_cobalt_strike,decision_tree,cat__conn_state_S0,657.2482864992036
unseen_cobalt_strike,random_forest,num__unique_destinations_window,198756.1070605367
unseen_cobalt_strike,random_forest,num__source_connections_window,96252.42713909243
unseen_cobalt_strike,random_forest,cat__tls_version_TLSv13,38890.83879402946
unseen_cobalt_strike,random_forest,cat__tls_version_TLSv12,28111.288905538157
unseen_cobalt_strike,random_forest,cat__tls_curve_x25519,27147.78674666668
unseen_cobalt_strike,random_forest,num__tls_sni_reuse_count_mean,23209.353346159984
unseen_cobalt_strike,random_forest,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,14464.306477508611
unseen_cobalt_strike,random_forest,cat__tls_cipher_TLS_AES_256_GCM_SHA384,13286.50377508423
unseen_cobalt_strike,random_forest,cat__tls_curve_secp256r1,13095.70398235369
unseen_cobalt_strike,random_forest,num__active_span_seconds,12109.55940360601
unseen_cobalt_strike,random_forest,num__dns_ttl_std,10865.906569233308
unseen_cobalt_strike,random_forest,num__bytes_per_packet,10825.584155792953
unseen_cobalt_strike,random_forest,num__dns_unique_queries_window,8816.720118676038
unseen_cobalt_strike,random_forest,cat__tls_cipher_TLS_AES_128_GCM_SHA256,6116.738206147253
unseen_cobalt_strike,random_forest,cat__tls_curve_unknown,6049.848135195905
unseen_cobalt_strike,random_forest,cat__tls_next_protocol_unknown,5414.4604801908745
unseen_cobalt_strike,random_forest,num__tls_established_ratio,5309.785565627734
unseen_cobalt_strike,random_forest,cat__service_http,5021.973662583502
unseen_cobalt_strike,random_forest,num__mean_iat,4675.588104312886
unseen_cobalt_strike,random_forest,num__tls_sni_entropy_mean,4267.623696753564
unseen_cobalt_strike,random_forest,num__median_iat,3947.9372095367094
unseen_cobalt_strike,random_forest,num__cv_iat,3394.643823534375
unseen_cobalt_strike,random_forest,num__tls_resumed_ratio,3127.7041731826134
unseen_cobalt_strike,random_forest,num__mad_iat,2824.513593397241
unseen_cobalt_strike,random_forest,cat__service_ssl,2732.265733593837
unseen_cobalt_strike,random_forest,num__std_iat,2433.9297991787184
unseen_cobalt_strike,random_forest,cat__tls_next_protocol_http/1.1,2400.6103050964634
unseen_cobalt_strike,random_forest,cat__tls_next_protocol_h2,2396.2516073810775
unseen_cobalt_strike,random_forest,num__dns_ttl_mean,2097.9782393924415
unseen_cobalt_strike,random_forest,num__dns_span_minutes,1687.9001128817551
unseen_cobalt_strike,random_forest,num__dns_query_length_mean,1644.9793354958888
unseen_cobalt_strike,random_forest,cat__tls_version_TLSv10,1633.9930927051414
unseen_cobalt_strike,random_forest,num__tls_sni_length_mean,1566.422780429624
unseen_cobalt_strike,random_forest,num__http_status_code_median,1557.3942014686334
unseen_cobalt_strike,random_forest,cat__conn_state_REJ,1550.644042650837
unseen_cobalt_strike,random_forest,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,1417.7548490040936
unseen_cobalt_strike,random_forest,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,1373.8799382990019
unseen_cobalt_strike,random_forest,num__tls_sni_digit_ratio_mean,1363.2954619952702
unseen_cobalt_strike,random_forest,num__http_user_agent_reuse_mean,1203.3639474150953
unseen_cobalt_strike,random_forest,num__burstiness,1146.7274491366213
unseen_cobalt_strike,random_forest,num__dns_answer_count_mean,1079.4952880346991
unseen_cobalt_strike,random_forest,cat__dns_qtype_A,885.1465198757222
unseen_cobalt_strike,random_forest,cat__dns_qtype_PTR,832.5229983804953
unseen_cobalt_strike,random_forest,cat__tls_cipher_TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,816.7124491755441
unseen_cobalt_strike,random_forest,cat__proto_udp,802.8352008254493
unseen_cobalt_strike,random_forest,num__dns_cv_iat,760.6003918410088
unseen_cobalt_strike,random_forest,num__tls_sni_present_ratio,704.1537519514757
unseen_cobalt_strike,random_forest,num__dns_label_count_mean,696.474467092305
unseen_cobalt_strike,random_forest,cat__tls_cipher_TLS_RSA_WITH_AES_256_CBC_SHA,660.4135071621351
unseen_cobalt_strike,random_forest,cat__conn_state_S0,657.2482864992036
unseen_havoc,logistic_regression,num__unique_destinations_window,206377.77291223357
unseen_havoc,logistic_regression,num__source_connections_window,127295.49886400088
unseen_havoc,logistic_regression,cat__tls_version_TLSv13,41197.85094522245
unseen_havoc,logistic_regression,cat__tls_version_TLSv12,29411.240194082315
unseen_havoc,logistic_regression,cat__tls_curve_x25519,29345.899514686116
unseen_havoc,logistic_regression,num__tls_sni_reuse_count_mean,22413.15130649343
unseen_havoc,logistic_regression,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,14767.857695502917
unseen_havoc,logistic_regression,cat__tls_cipher_TLS_AES_256_GCM_SHA384,14424.157226310024
unseen_havoc,logistic_regression,cat__tls_curve_secp256r1,13275.391250323628
unseen_havoc,logistic_regression,num__dns_ttl_std,11049.981991336166
unseen_havoc,logistic_regression,num__active_span_seconds,11015.231286273485
unseen_havoc,logistic_regression,num__bytes_per_packet,10173.069345807191
unseen_havoc,logistic_regression,num__dns_unique_queries_window,9140.650711448916
unseen_havoc,logistic_regression,cat__tls_curve_unknown,7084.423795647524
unseen_havoc,logistic_regression,num__duration_median,5979.678139431777
unseen_havoc,logistic_regression,num__duration_mean,5933.838322363279
unseen_havoc,logistic_regression,cat__tls_cipher_TLS_AES_128_GCM_SHA256,5851.614410961962
unseen_havoc,logistic_regression,num__tls_established_ratio,5584.028412450391
unseen_havoc,logistic_regression,cat__tls_next_protocol_unknown,5497.060939575982
unseen_havoc,logistic_regression,cat__service_http,5113.608716419093
unseen_havoc,logistic_regression,num__cv_iat,4822.302527637475
unseen_havoc,logistic_regression,num__tls_sni_entropy_mean,4438.969407580728
unseen_havoc,logistic_regression,num__mean_iat,4242.655963611373
unseen_havoc,logistic_regression,num__median_iat,3641.537245324011
unseen_havoc,logistic_regression,num__tls_resumed_ratio,3083.5932604666878
unseen_havoc,logistic_regression,num__duration_std,2733.4571783743786
unseen_havoc,logistic_regression,num__mad_iat,2675.5198692646395
unseen_havoc,logistic_regression,cat__conn_state_REJ,2493.427358796498
unseen_havoc,logistic_regression,cat__tls_next_protocol_http/1.1,2445.8621122169584
unseen_havoc,logistic_regression,cat__tls_next_protocol_h2,2426.963604680092
unseen_havoc,logistic_regression,num__std_iat,2136.0494128480614
unseen_havoc,logistic_regression,num__dns_ttl_mean,2099.4679937407873
unseen_havoc,logistic_regression,cat__service_ssl,1994.362366255202
unseen_havoc,logistic_regression,cat__tls_version_TLSv10,1808.5498610701677
unseen_havoc,logistic_regression,num__tls_sni_digit_ratio_mean,1798.039598874499
unseen_havoc,logistic_regression,num__tls_sni_length_mean,1727.1977925433987
unseen_havoc,logistic_regression,num__http_status_code_median,1567.3372473978518
unseen_havoc,logistic_regression,num__dns_query_length_mean,1504.6277100565333
unseen_havoc,logistic_regression,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,1408.7299809521026
unseen_havoc,logistic_regression,num__dns_query_digit_ratio_mean,1301.4773027380459
unseen_havoc,logistic_regression,num__http_user_agent_reuse_mean,1245.2490386648922
unseen_havoc,logistic_regression,num__dns_answer_count_mean,1230.9989696279279
unseen_havoc,logistic_regression,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,1225.6212718866154
unseen_havoc,logistic_regression,num__burstiness,1095.0551110738566
unseen_havoc,logistic_regression,cat__dns_qtype_A,893.3291170732907
unseen_havoc,logistic_regression,cat__dns_qtype_PTR,855.5874416467409
unseen_havoc,logistic_regression,num__dns_cv_iat,844.1961936630405
unseen_havoc,logistic_regression,cat__proto_udp,841.2463498588761
unseen_havoc,logistic_regression,cat__tls_cipher_TLS_RSA_WITH_AES_256_CBC_SHA,822.8250475231674
unseen_havoc,logistic_regression,cat__tls_cipher_TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,793.6607567922716
unseen_havoc,decision_tree,num__unique_destinations_window,206377.77291223357
unseen_havoc,decision_tree,num__source_connections_window,127295.49886400088
unseen_havoc,decision_tree,cat__tls_version_TLSv13,41197.85094522245
unseen_havoc,decision_tree,cat__tls_version_TLSv12,29411.240194082315
unseen_havoc,decision_tree,cat__tls_curve_x25519,29345.899514686116
unseen_havoc,decision_tree,num__tls_sni_reuse_count_mean,22413.15130649343
unseen_havoc,decision_tree,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,14767.857695502917
unseen_havoc,decision_tree,cat__tls_cipher_TLS_AES_256_GCM_SHA384,14424.157226310024
unseen_havoc,decision_tree,cat__tls_curve_secp256r1,13275.391250323628
unseen_havoc,decision_tree,num__dns_ttl_std,11049.981991336166
unseen_havoc,decision_tree,num__active_span_seconds,11015.231286273485
unseen_havoc,decision_tree,num__bytes_per_packet,10173.069345807191
unseen_havoc,decision_tree,num__dns_unique_queries_window,9140.650711448916
unseen_havoc,decision_tree,cat__tls_curve_unknown,7084.423795647524
unseen_havoc,decision_tree,num__duration_median,5979.678139431777
unseen_havoc,decision_tree,num__duration_mean,5933.838322363279
unseen_havoc,decision_tree,cat__tls_cipher_TLS_AES_128_GCM_SHA256,5851.614410961962
unseen_havoc,decision_tree,num__tls_established_ratio,5584.028412450391
unseen_havoc,decision_tree,cat__tls_next_protocol_unknown,5497.060939575982
unseen_havoc,decision_tree,cat__service_http,5113.608716419093
unseen_havoc,decision_tree,num__cv_iat,4822.302527637475
unseen_havoc,decision_tree,num__tls_sni_entropy_mean,4438.969407580728
unseen_havoc,decision_tree,num__mean_iat,4242.655963611373
unseen_havoc,decision_tree,num__median_iat,3641.537245324011
unseen_havoc,decision_tree,num__tls_resumed_ratio,3083.5932604666878
unseen_havoc,decision_tree,num__duration_std,2733.4571783743786
unseen_havoc,decision_tree,num__mad_iat,2675.5198692646395
unseen_havoc,decision_tree,cat__conn_state_REJ,2493.427358796498
unseen_havoc,decision_tree,cat__tls_next_protocol_http/1.1,2445.8621122169584
unseen_havoc,decision_tree,cat__tls_next_protocol_h2,2426.963604680092
unseen_havoc,decision_tree,num__std_iat,2136.0494128480614
unseen_havoc,decision_tree,num__dns_ttl_mean,2099.4679937407873
unseen_havoc,decision_tree,cat__service_ssl,1994.362366255202
unseen_havoc,decision_tree,cat__tls_version_TLSv10,1808.5498610701677
unseen_havoc,decision_tree,num__tls_sni_digit_ratio_mean,1798.039598874499
unseen_havoc,decision_tree,num__tls_sni_length_mean,1727.1977925433987
unseen_havoc,decision_tree,num__http_status_code_median,1567.3372473978518
unseen_havoc,decision_tree,num__dns_query_length_mean,1504.6277100565333
unseen_havoc,decision_tree,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,1408.7299809521026
unseen_havoc,decision_tree,num__dns_query_digit_ratio_mean,1301.4773027380459
unseen_havoc,decision_tree,num__http_user_agent_reuse_mean,1245.2490386648922
unseen_havoc,decision_tree,num__dns_answer_count_mean,1230.9989696279279
unseen_havoc,decision_tree,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,1225.6212718866154
unseen_havoc,decision_tree,num__burstiness,1095.0551110738566
unseen_havoc,decision_tree,cat__dns_qtype_A,893.3291170732907
unseen_havoc,decision_tree,cat__dns_qtype_PTR,855.5874416467409
unseen_havoc,decision_tree,num__dns_cv_iat,844.1961936630405
unseen_havoc,decision_tree,cat__proto_udp,841.2463498588761
unseen_havoc,decision_tree,cat__tls_cipher_TLS_RSA_WITH_AES_256_CBC_SHA,822.8250475231674
unseen_havoc,decision_tree,cat__tls_cipher_TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,793.6607567922716
unseen_havoc,random_forest,num__unique_destinations_window,206377.77291223357
unseen_havoc,random_forest,num__source_connections_window,127295.49886400088
unseen_havoc,random_forest,cat__tls_version_TLSv13,41197.85094522245
unseen_havoc,random_forest,cat__tls_version_TLSv12,29411.240194082315
unseen_havoc,random_forest,cat__tls_curve_x25519,29345.899514686116
unseen_havoc,random_forest,num__tls_sni_reuse_count_mean,22413.15130649343
unseen_havoc,random_forest,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,14767.857695502917
unseen_havoc,random_forest,cat__tls_cipher_TLS_AES_256_GCM_SHA384,14424.157226310024
unseen_havoc,random_forest,cat__tls_curve_secp256r1,13275.391250323628
unseen_havoc,random_forest,num__dns_ttl_std,11049.981991336166
unseen_havoc,random_forest,num__active_span_seconds,11015.231286273485
unseen_havoc,random_forest,num__bytes_per_packet,10173.069345807191
unseen_havoc,random_forest,num__dns_unique_queries_window,9140.650711448916
unseen_havoc,random_forest,cat__tls_curve_unknown,7084.423795647524
unseen_havoc,random_forest,num__duration_median,5979.678139431777
unseen_havoc,random_forest,num__duration_mean,5933.838322363279
unseen_havoc,random_forest,cat__tls_cipher_TLS_AES_128_GCM_SHA256,5851.614410961962
unseen_havoc,random_forest,num__tls_established_ratio,5584.028412450391
unseen_havoc,random_forest,cat__tls_next_protocol_unknown,5497.060939575982
unseen_havoc,random_forest,cat__service_http,5113.608716419093
unseen_havoc,random_forest,num__cv_iat,4822.302527637475
unseen_havoc,random_forest,num__tls_sni_entropy_mean,4438.969407580728
unseen_havoc,random_forest,num__mean_iat,4242.655963611373
unseen_havoc,random_forest,num__median_iat,3641.537245324011
unseen_havoc,random_forest,num__tls_resumed_ratio,3083.5932604666878
unseen_havoc,random_forest,num__duration_std,2733.4571783743786
unseen_havoc,random_forest,num__mad_iat,2675.5198692646395
unseen_havoc,random_forest,cat__conn_state_REJ,2493.427358796498
unseen_havoc,random_forest,cat__tls_next_protocol_http/1.1,2445.8621122169584
unseen_havoc,random_forest,cat__tls_next_protocol_h2,2426.963604680092
unseen_havoc,random_forest,num__std_iat,2136.0494128480614
unseen_havoc,random_forest,num__dns_ttl_mean,2099.4679937407873
unseen_havoc,random_forest,cat__service_ssl,1994.362366255202
unseen_havoc,random_forest,cat__tls_version_TLSv10,1808.5498610701677
unseen_havoc,random_forest,num__tls_sni_digit_ratio_mean,1798.039598874499
unseen_havoc,random_forest,num__tls_sni_length_mean,1727.1977925433987
unseen_havoc,random_forest,num__http_status_code_median,1567.3372473978518
unseen_havoc,random_forest,num__dns_query_length_mean,1504.6277100565333
unseen_havoc,random_forest,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,1408.7299809521026
unseen_havoc,random_forest,num__dns_query_digit_ratio_mean,1301.4773027380459
unseen_havoc,random_forest,num__http_user_agent_reuse_mean,1245.2490386648922
unseen_havoc,random_forest,num__dns_answer_count_mean,1230.9989696279279
unseen_havoc,random_forest,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,1225.6212718866154
unseen_havoc,random_forest,num__burstiness,1095.0551110738566
unseen_havoc,random_forest,cat__dns_qtype_A,893.3291170732907
unseen_havoc,random_forest,cat__dns_qtype_PTR,855.5874416467409
unseen_havoc,random_forest,num__dns_cv_iat,844.1961936630405
unseen_havoc,random_forest,cat__proto_udp,841.2463498588761
unseen_havoc,random_forest,cat__tls_cipher_TLS_RSA_WITH_AES_256_CBC_SHA,822.8250475231674
unseen_havoc,random_forest,cat__tls_cipher_TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,793.6607567922716
unseen_mythic,logistic_regression,num__unique_destinations_window,206703.5525371717
unseen_mythic,logistic_regression,num__source_connections_window,99014.75820546586
unseen_mythic,logistic_regression,cat__tls_version_TLSv13,36676.90256280374
unseen_mythic,logistic_regression,cat__tls_version_TLSv12,26429.829844560543
unseen_mythic,logistic_regression,cat__tls_curve_x25519,26068.652511642675
unseen_mythic,logistic_regression,num__tls_sni_reuse_count_mean,21349.431865115406
unseen_mythic,logistic_regression,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,14797.655773650386
unseen_mythic,logistic_regression,cat__tls_curve_secp256r1,13250.041446069563
unseen_mythic,logistic_regression,cat__tls_cipher_TLS_AES_256_GCM_SHA384,12944.349928926897
unseen_mythic,logistic_regression,num__dns_ttl_std,11890.724481945872
unseen_mythic,logistic_regression,num__active_span_seconds,10360.37349561576
unseen_mythic,logistic_regression,num__bytes_per_packet,9861.7297902579
unseen_mythic,logistic_regression,num__dns_unique_queries_window,9730.106155377485
unseen_mythic,logistic_regression,cat__service_http,6666.428844657564
unseen_mythic,logistic_regression,cat__tls_curve_unknown,6280.319551190266
unseen_mythic,logistic_regression,cat__tls_cipher_TLS_AES_128_GCM_SHA256,5870.813624780263
unseen_mythic,logistic_regression,num__tls_established_ratio,5516.392232640238
unseen_mythic,logistic_regression,cat__tls_next_protocol_unknown,5081.5346455954395
unseen_mythic,logistic_regression,num__mean_iat,4143.807399663428
unseen_mythic,logistic_regression,num__cv_iat,4114.9629682567065
unseen_mythic,logistic_regression,num__tls_sni_entropy_mean,4111.058094309178
unseen_mythic,logistic_regression,num__median_iat,3653.160009941081
unseen_mythic,logistic_regression,num__tls_resumed_ratio,2867.7969248175227
unseen_mythic,logistic_regression,num__mad_iat,2639.5305038300253
unseen_mythic,logistic_regression,cat__conn_state_REJ,2598.72936803639
unseen_mythic,logistic_regression,num__dns_ttl_mean,2563.2279455800344
unseen_mythic,logistic_regression,cat__tls_next_protocol_http/1.1,2456.1308827515145
unseen_mythic,logistic_regression,cat__service_ssl,2377.4726425378103
unseen_mythic,logistic_regression,num__dns_query_digit_ratio_mean,2292.2484217655797
unseen_mythic,logistic_regression,cat__tls_next_protocol_h2,2092.883986563596
unseen_mythic,logistic_regression,num__std_iat,2032.340822076827
unseen_mythic,logistic_regression,num__dns_query_length_mean,1787.6649328675476
unseen_mythic,logistic_regression,cat__tls_version_TLSv10,1703.3252620607884
unseen_mythic,logistic_regression,num__http_status_code_median,1511.4345485491187
unseen_mythic,logistic_regression,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,1429.190728224067
unseen_mythic,logistic_regression,num__tls_sni_length_mean,1398.7941212424155
unseen_mythic,logistic_regression,num__tls_sni_digit_ratio_mean,1342.4066483107747
unseen_mythic,logistic_regression,num__dns_answer_count_mean,1248.8228005925184
unseen_mythic,logistic_regression,num__burstiness,1050.764419512739
unseen_mythic,logistic_regression,num__dns_cv_iat,1019.5921715808265
unseen_mythic,logistic_regression,cat__dns_qtype_A,962.919716651902
unseen_mythic,logistic_regression,cat__dns_qtype_PTR,924.9251381011728
unseen_mythic,logistic_regression,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,918.2010392048528
unseen_mythic,logistic_regression,num__dns_span_minutes,827.9256178269819
unseen_mythic,logistic_regression,cat__tls_cipher_TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,805.6239473147984
unseen_mythic,logistic_regression,cat__proto_udp,728.4946649841679
unseen_mythic,logistic_regression,num__tls_sni_present_ratio,728.474457015402
unseen_mythic,logistic_regression,num__dns_max_label_length_mean,715.6491878798752
unseen_mythic,logistic_regression,num__http_get_ratio,691.3500069454905
unseen_mythic,logistic_regression,cat__tls_cipher_TLS_RSA_WITH_AES_256_CBC_SHA,690.8272705519756
unseen_mythic,decision_tree,num__unique_destinations_window,206703.5525371717
unseen_mythic,decision_tree,num__source_connections_window,99014.75820546586
unseen_mythic,decision_tree,cat__tls_version_TLSv13,36676.90256280374
unseen_mythic,decision_tree,cat__tls_version_TLSv12,26429.829844560543
unseen_mythic,decision_tree,cat__tls_curve_x25519,26068.652511642675
unseen_mythic,decision_tree,num__tls_sni_reuse_count_mean,21349.431865115406
unseen_mythic,decision_tree,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,14797.655773650386
unseen_mythic,decision_tree,cat__tls_curve_secp256r1,13250.041446069563
unseen_mythic,decision_tree,cat__tls_cipher_TLS_AES_256_GCM_SHA384,12944.349928926897
unseen_mythic,decision_tree,num__dns_ttl_std,11890.724481945872
unseen_mythic,decision_tree,num__active_span_seconds,10360.37349561576
unseen_mythic,decision_tree,num__bytes_per_packet,9861.7297902579
unseen_mythic,decision_tree,num__dns_unique_queries_window,9730.106155377485
unseen_mythic,decision_tree,cat__service_http,6666.428844657564
unseen_mythic,decision_tree,cat__tls_curve_unknown,6280.319551190266
unseen_mythic,decision_tree,cat__tls_cipher_TLS_AES_128_GCM_SHA256,5870.813624780263
unseen_mythic,decision_tree,num__tls_established_ratio,5516.392232640238
unseen_mythic,decision_tree,cat__tls_next_protocol_unknown,5081.5346455954395
unseen_mythic,decision_tree,num__mean_iat,4143.807399663428
unseen_mythic,decision_tree,num__cv_iat,4114.9629682567065
unseen_mythic,decision_tree,num__tls_sni_entropy_mean,4111.058094309178
unseen_mythic,decision_tree,num__median_iat,3653.160009941081
unseen_mythic,decision_tree,num__tls_resumed_ratio,2867.7969248175227
unseen_mythic,decision_tree,num__mad_iat,2639.5305038300253
unseen_mythic,decision_tree,cat__conn_state_REJ,2598.72936803639
unseen_mythic,decision_tree,num__dns_ttl_mean,2563.2279455800344
unseen_mythic,decision_tree,cat__tls_next_protocol_http/1.1,2456.1308827515145
unseen_mythic,decision_tree,cat__service_ssl,2377.4726425378103
unseen_mythic,decision_tree,num__dns_query_digit_ratio_mean,2292.2484217655797
unseen_mythic,decision_tree,cat__tls_next_protocol_h2,2092.883986563596
unseen_mythic,decision_tree,num__std_iat,2032.340822076827
unseen_mythic,decision_tree,num__dns_query_length_mean,1787.6649328675476
unseen_mythic,decision_tree,cat__tls_version_TLSv10,1703.3252620607884
unseen_mythic,decision_tree,num__http_status_code_median,1511.4345485491187
unseen_mythic,decision_tree,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,1429.190728224067
unseen_mythic,decision_tree,num__tls_sni_length_mean,1398.7941212424155
unseen_mythic,decision_tree,num__tls_sni_digit_ratio_mean,1342.4066483107747
unseen_mythic,decision_tree,num__dns_answer_count_mean,1248.8228005925184
unseen_mythic,decision_tree,num__burstiness,1050.764419512739
unseen_mythic,decision_tree,num__dns_cv_iat,1019.5921715808265
unseen_mythic,decision_tree,cat__dns_qtype_A,962.919716651902
unseen_mythic,decision_tree,cat__dns_qtype_PTR,924.9251381011728
unseen_mythic,decision_tree,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,918.2010392048528
unseen_mythic,decision_tree,num__dns_span_minutes,827.9256178269819
unseen_mythic,decision_tree,cat__tls_cipher_TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,805.6239473147984
unseen_mythic,decision_tree,cat__proto_udp,728.4946649841679
unseen_mythic,decision_tree,num__tls_sni_present_ratio,728.474457015402
unseen_mythic,decision_tree,num__dns_max_label_length_mean,715.6491878798752
unseen_mythic,decision_tree,num__http_get_ratio,691.3500069454905
unseen_mythic,decision_tree,cat__tls_cipher_TLS_RSA_WITH_AES_256_CBC_SHA,690.8272705519756
unseen_mythic,random_forest,num__unique_destinations_window,206703.5525371717
unseen_mythic,random_forest,num__source_connections_window,99014.75820546586
unseen_mythic,random_forest,cat__tls_version_TLSv13,36676.90256280374
unseen_mythic,random_forest,cat__tls_version_TLSv12,26429.829844560543
unseen_mythic,random_forest,cat__tls_curve_x25519,26068.652511642675
unseen_mythic,random_forest,num__tls_sni_reuse_count_mean,21349.431865115406
unseen_mythic,random_forest,cat__tls_cipher_TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,14797.655773650386
unseen_mythic,random_forest,cat__tls_curve_secp256r1,13250.041446069563
unseen_mythic,random_forest,cat__tls_cipher_TLS_AES_256_GCM_SHA384,12944.349928926897
unseen_mythic,random_forest,num__dns_ttl_std,11890.724481945872
unseen_mythic,random_forest,num__active_span_seconds,10360.37349561576
unseen_mythic,random_forest,num__bytes_per_packet,9861.7297902579
unseen_mythic,random_forest,num__dns_unique_queries_window,9730.106155377485
unseen_mythic,random_forest,cat__service_http,6666.428844657564
unseen_mythic,random_forest,cat__tls_curve_unknown,6280.319551190266
unseen_mythic,random_forest,cat__tls_cipher_TLS_AES_128_GCM_SHA256,5870.813624780263
unseen_mythic,random_forest,num__tls_established_ratio,5516.392232640238
unseen_mythic,random_forest,cat__tls_next_protocol_unknown,5081.5346455954395
unseen_mythic,random_forest,num__mean_iat,4143.807399663428
unseen_mythic,random_forest,num__cv_iat,4114.9629682567065
unseen_mythic,random_forest,num__tls_sni_entropy_mean,4111.058094309178
unseen_mythic,random_forest,num__median_iat,3653.160009941081
unseen_mythic,random_forest,num__tls_resumed_ratio,2867.7969248175227
unseen_mythic,random_forest,num__mad_iat,2639.5305038300253
unseen_mythic,random_forest,cat__conn_state_REJ,2598.72936803639
unseen_mythic,random_forest,num__dns_ttl_mean,2563.2279455800344
unseen_mythic,random_forest,cat__tls_next_protocol_http/1.1,2456.1308827515145
unseen_mythic,random_forest,cat__service_ssl,2377.4726425378103
unseen_mythic,random_forest,num__dns_query_digit_ratio_mean,2292.2484217655797
unseen_mythic,random_forest,cat__tls_next_protocol_h2,2092.883986563596
unseen_mythic,random_forest,num__std_iat,2032.340822076827
unseen_mythic,random_forest,num__dns_query_length_mean,1787.6649328675476
unseen_mythic,random_forest,cat__tls_version_TLSv10,1703.3252620607884
unseen_mythic,random_forest,num__http_status_code_median,1511.4345485491187
unseen_mythic,random_forest,cat__tls_cipher_TLS_RSA_WITH_AES_128_CBC_SHA,1429.190728224067
unseen_mythic,random_forest,num__tls_sni_length_mean,1398.7941212424155
unseen_mythic,random_forest,num__tls_sni_digit_ratio_mean,1342.4066483107747
unseen_mythic,random_forest,num__dns_answer_count_mean,1248.8228005925184
unseen_mythic,random_forest,num__burstiness,1050.764419512739
unseen_mythic,random_forest,num__dns_cv_iat,1019.5921715808265
unseen_mythic,random_forest,cat__dns_qtype_A,962.919716651902
