family,dataset,src_ip,dst_ip,dst_port,proto,multiclass_label,model,prediction
sliver,sliver_A_0655,172.20.0.51,151.101.131.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,151.101.195.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,151.101.3.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,151.101.67.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,167.82.48.223,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,172.20.0.10,8443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,184.28.183.49,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,184.31.228.249,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,185.125.190.20,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,185.125.190.21,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,185.125.190.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,185.125.190.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,185.125.190.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,185.125.190.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,20.200.245.247,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,23.217.180.246,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,23.217.69.53,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,23.46.237.27,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,23.47.150.66,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,23.49.205.28,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,23.60.185.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,23.60.186.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,91.189.91.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,91.189.91.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,91.189.91.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,91.189.92.23,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.51,91.189.92.24,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,103.102.166.224,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,104.16.123.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,104.16.124.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,104.75.1.165,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,104.94.216.37,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,104.94.218.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,142.251.150.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,142.251.151.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,142.251.152.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,142.251.153.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,142.251.154.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,142.251.155.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,142.251.156.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,142.251.157.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,151.101.131.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,151.101.195.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,151.101.3.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,151.101.67.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,167.82.48.223,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,172.20.0.10,8443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,184.28.183.49,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,185.125.190.20,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,185.125.190.21,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,185.125.190.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,185.125.190.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,185.125.190.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,185.125.190.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,20.200.245.247,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,202.43.57.85,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,23.217.180.246,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,23.217.69.53,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,23.46.237.27,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,23.47.150.66,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,23.49.205.28,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,23.60.185.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,23.60.186.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,23.63.77.47,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,91.189.91.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,91.189.91.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,91.189.91.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,91.189.92.23,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.52,91.189.92.24,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,103.102.166.224,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,104.16.123.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,104.16.124.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,104.75.1.165,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,104.94.216.37,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,104.94.218.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,142.251.150.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,142.251.151.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,142.251.152.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,142.251.153.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,142.251.155.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,142.251.156.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,142.251.157.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,151.101.131.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,151.101.195.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,151.101.3.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,151.101.67.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,167.82.48.223,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,172.20.0.10,8443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,184.28.183.49,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,185.125.190.20,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,185.125.190.21,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,185.125.190.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,185.125.190.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,185.125.190.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,185.125.190.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,20.200.245.247,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,23.217.180.246,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,23.221.151.70,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,23.46.237.27,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,23.47.150.66,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,23.49.205.28,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,23.60.185.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,23.60.186.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,23.63.77.47,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,91.189.91.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,91.189.91.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,91.189.91.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,91.189.92.23,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.53,91.189.92.24,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,103.102.166.224,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,104.16.123.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,104.16.124.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,104.75.0.183,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,104.75.1.165,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,104.94.216.37,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,104.94.218.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,142.251.150.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,142.251.151.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,142.251.152.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,142.251.153.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,142.251.154.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,142.251.155.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,142.251.156.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,142.251.157.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,151.101.131.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,151.101.195.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,151.101.3.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,151.101.67.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,167.82.48.223,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,172.20.0.10,8443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,184.31.228.249,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,185.125.190.20,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,185.125.190.21,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,185.125.190.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,185.125.190.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,185.125.190.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,185.125.190.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,20.200.245.247,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,23.217.180.246,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,23.217.69.53,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,23.46.237.27,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,23.47.150.66,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,23.49.205.28,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,23.49.206.40,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,23.60.185.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,23.60.186.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,91.189.91.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,91.189.91.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,91.189.91.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,91.189.92.23,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.54,91.189.92.24,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,103.102.166.224,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,104.16.123.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,104.16.124.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,104.75.0.183,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,104.75.1.165,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,104.94.216.37,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,142.251.150.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,142.251.151.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,142.251.152.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,142.251.153.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,142.251.154.119,443,tcp,sliver,logistic_regression,mythic
sliver,sliver_A_0655,172.20.0.55,142.251.155.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,142.251.156.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,142.251.157.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,151.101.131.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,151.101.195.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,151.101.3.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,151.101.67.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,167.82.48.223,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,172.20.0.10,8443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,184.27.208.249,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,184.28.183.49,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,185.125.190.20,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,185.125.190.21,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,185.125.190.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,185.125.190.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,185.125.190.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,20.200.245.247,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,23.217.180.246,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,23.217.69.53,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,23.46.237.27,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,23.47.150.66,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,23.49.205.28,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,23.60.185.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,23.60.186.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,91.189.91.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,91.189.91.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,91.189.92.23,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.55,91.189.92.24,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,103.102.166.224,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,104.16.123.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,104.16.124.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,104.75.1.165,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,104.94.216.37,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,104.94.218.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,142.251.150.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,142.251.151.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,142.251.152.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,142.251.153.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,142.251.154.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,142.251.155.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,142.251.156.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,142.251.157.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,151.101.131.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,151.101.195.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,151.101.3.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,151.101.67.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,167.82.48.223,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,172.20.0.10,8443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,184.31.228.249,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,185.125.190.20,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,185.125.190.21,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,185.125.190.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,185.125.190.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,185.125.190.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,185.125.190.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,20.200.245.247,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,202.43.57.85,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,23.217.180.246,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,23.46.237.27,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,23.47.150.66,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,23.49.205.28,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,23.60.185.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,23.60.186.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,23.63.77.47,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,91.189.91.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,91.189.91.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,91.189.91.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,91.189.92.23,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.56,91.189.92.24,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,103.102.166.224,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,104.16.123.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,104.16.124.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,104.75.0.183,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,104.75.1.165,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,104.94.216.37,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,104.94.218.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,142.251.150.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,142.251.151.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,142.251.152.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,142.251.154.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,142.251.155.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,142.251.156.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,142.251.157.119,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,151.101.131.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,151.101.195.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,151.101.3.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,151.101.67.19,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,167.82.48.223,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,172.20.0.10,8443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,184.28.183.49,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,184.31.228.249,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,185.125.190.20,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,185.125.190.21,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,185.125.190.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,185.125.190.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,185.125.190.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,185.125.190.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,20.200.245.247,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,202.43.57.85,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,23.217.180.246,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,23.46.237.27,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,23.47.150.66,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,23.49.205.28,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,23.60.185.29,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,23.60.186.45,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,23.63.77.47,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,91.189.91.81,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,91.189.91.82,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,91.189.91.83,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,91.189.92.23,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.57,91.189.92.24,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.58,103.102.166.224,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.58,104.16.123.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.58,104.16.124.96,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.58,104.75.0.183,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.58,104.75.1.165,443,tcp,sliver,logistic_regression,sliver
sliver,sliver_A_0655,172.20.0.58,104.94.216.37,443,tcp,sliver,logistic_regression,sliver
