#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ssl
#open	2026-09-23-18-29-29
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	cipher	curve	server_name	resumed	last_alert	next_protocol	established	ssl_history	cert_chain_fps	client_cert_chain_fps	sni_matches_cert
#types	time	string	addr	port	addr	port	string	string	string	string	bool	string	string	bool	string	vector[string]	vector[string]	bool
1696344948.490452	ClDj7s2dXrsZN62R71	10.1.2.147	49328	23.222.241.141	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	secp256r1	www.bing.com	F	-	h2	T	CsxknGIti	80a5435f1698438a7d697f67fc00c3c86d13b0ac230853d7ef05be890da297e0,04eeea8e50b4775b3c24797262917ee50002ec4c75b56cdf3ee1c18cfca5ba52	(empty)	T
1696349707.167826	CO10x94PJ9NRtavOKd	10.1.2.147	49449	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349709.498819	C0mUZx2FaxLgdVSsja	10.1.2.147	49450	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349712.240715	Cp3A8g2hjTCW7QMng	10.1.2.147	49451	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349712.957750	CbWfyQ2M3YK6apYyId	10.1.2.147	49452	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349717.084585	CLZ2Cg3ohCUOmPF6r8	10.1.2.147	49453	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349717.395519	C6kfsiliTrDyJyzzl	10.1.2.147	49454	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349721.107769	CaYKAj3UwExipjI1Bk	10.1.2.147	49455	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349722.250271	CSLcs13XkDpPfixJZ3	10.1.2.147	49456	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349725.214524	CKGNJDIHgxN7pvHn8	10.1.2.147	49457	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349725.725551	CMuXE110xD3TGgvgq2	10.1.2.147	49458	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349729.543513	CFKq931KyaIv5BFz9b	10.1.2.147	49459	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349731.004309	CZcQS82bxjOOVs4gLg	10.1.2.147	49460	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349733.240422	CqhKM84zNyMPVKfWpf	10.1.2.147	49461	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349736.010125	C9We9p1R9YIlbgmTJ8	10.1.2.147	49462	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349737.921249	CmAz1Ax5cNww6gQ33	10.1.2.147	49463	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349739.502321	C6WdSr1gu1neMRQaPa	10.1.2.147	49464	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349742.064140	C3WTJS2Gqy6kUn6GHb	10.1.2.147	49465	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349742.433154	CyVVRP1l9EXfQzaBGl	10.1.2.147	49466	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349744.487255	CWFNFJ3VO9z6Ys7qB8	10.1.2.147	49467	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349747.803059	Cplewd2wmo0neL7JH8	10.1.2.147	49468	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349749.280979	CpLmym1EDMmBdHERP2	10.1.2.147	49469	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349751.553019	CUpfQk3iwoHFNE9f78	10.1.2.147	49470	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349753.056602	Ci6sg52039SuIurCWd	10.1.2.147	49471	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349754.634776	C4vRju4zokWPxXaCo1	10.1.2.147	49474	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349756.657034	CJFW8o2PjuQsQZvK8h	10.1.2.147	49475	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349758.699837	COwMg23aEKYIsW10S2	10.1.2.147	49476	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349760.941038	C0PVpE2d5iWmnbQ8Re	10.1.2.147	49477	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349763.287376	CtnlFt3C6s2uzckTwl	10.1.2.147	49478	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349766.037748	CLkf156Ms1MkzkvV9	10.1.2.147	49479	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349767.406782	CixKJt4UP25WYSL324	10.1.2.147	49480	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349769.524567	CRm8A03dijpl9wcBR8	10.1.2.147	49481	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349771.865447	CsVcse2k5e1uSdwwT1	10.1.2.147	49482	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349772.962704	Cbn4Db1pX00PYcFMAi	10.1.2.147	49483	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349777.236546	Cyl8xy1tCeBMzWrsqg	10.1.2.147	49484	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349777.416592	CDYV2c4vgqr2spFHv7	10.1.2.147	49485	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349781.614386	CqR2ne2byCKE3lwMo3	10.1.2.147	49486	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349782.372521	C81tZDDLpm3HUPdH5	10.1.2.147	49487	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349785.968391	CDfoWv2nTHBM8uqGie	10.1.2.147	49488	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349787.583254	CzhbVB1MsIni8qJC2	10.1.2.147	49489	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349790.392133	CsZaA5422OthaEkcS3	10.1.2.147	49490	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349792.605252	CYQIWe4eQit7RMBDj1	10.1.2.147	49491	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349795.521172	CQed5J1UBkrcIZJw23	10.1.2.147	49492	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349796.623051	CqlGDJ23hFEVtnYnb3	10.1.2.147	49493	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349796.961302	C8XGu1aiJBA6CFTb2	10.1.2.147	49494	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349799.350443	Ca8b3k1wAMtIFPn4Gd	10.1.2.147	49495	38.242.240.28	1194	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	x25519	-	F	-	-	T	CsxknGIti	ce28f5c68bc585e70a70230dbf30127593a9d012aa28e87ad233bf2f2a3ae405	(empty)	-
1696349800.648960	Csi24IrsrB1ba8Bd3	10.1.2.147	49496	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349800.791035	C3bkur2R56IfaH2Hzi	10.1.2.147	49497	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349805.380952	CpxVD33fYTSXVdzdDk	10.1.2.147	49498	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349805.808042	C2RwCU3ux17BpFhAn7	10.1.2.147	49499	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349810.177863	CSNN8t1VdosQFL94f	10.1.2.147	49500	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349811.095885	C5GKI020ZCiSleBtIl	10.1.2.147	49501	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349814.838668	Cf8O2Yxdye0cYAVA6	10.1.2.147	49502	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349815.222648	CgKwZl3UalNhQwBI67	10.1.2.147	49503	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349816.190687	CitRJPCOtv8faPJNh	10.1.2.147	49504	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349818.658783	CuT8An4e6peJQ9feri	10.1.2.147	49505	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349819.054469	C9kna8nhe0aYgz7zi	10.1.2.147	49506	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349819.896530	CImptf2fPhLKxKWX8k	10.1.2.147	49507	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349822.497806	CjMxlJ2yW0wdsKHRoj	10.1.2.147	49508	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349822.847692	CZ5Qj64pOcVCGok7za	10.1.2.147	49509	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349824.407530	CZyNDi4nFkS59nO0C3	10.1.2.147	49510	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349824.701990	C4eo3e4n9dH0GVWvH9	10.1.2.147	49511	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349824.806528	CBLFQK1k4BulMRkDDj	10.1.2.147	49514	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349827.064202	CTfHhb2qlM0xwKIvG	10.1.2.147	49515	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349828.802445	CekHp2UcfQLFRxiJc	10.1.2.147	49516	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349829.321655	CGp6ze1KygFkgeR5Jl	10.1.2.147	49517	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349831.418484	C30mNB20ZqvJjR0jT6	10.1.2.147	49518	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349833.712523	CYS9dO1uvDbW9ClGg8	10.1.2.147	49519	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349834.170285	C5IpFp4GBOyHcge9yl	10.1.2.147	49520	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349834.582130	CSXANL3k8dnn3dZdR5	10.1.2.147	49522	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349835.282100	CcqBZO3lX2RCqJUzi5	10.1.2.147	49523	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349837.232262	CdnSHq46iyLuP6XXX4	10.1.2.147	49524	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349839.397284	CFebJ71nGxsY8gxz6	10.1.2.147	49525	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349839.570073	CTAi7c1w2bGQ9al7G2	10.1.2.147	49526	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349840.799383	C9rd4k3gYRml5HNxF9	10.1.2.147	49529	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349842.057262	Cxpwyy3JD2PR9kKwM7	10.1.2.147	49534	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349843.747095	CiKBl51k7e8LZZTRb1	10.1.2.147	49535	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349844.864209	CaKAJE4KOiUczUxg8l	10.1.2.147	49536	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349847.251801	C4KUyo2BXj4DhRTXk9	10.1.2.147	49537	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349847.281997	Cy0IJ21gWJKRHPpAW5	10.1.2.147	49538	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349848.566090	CPYPzT12BS1JC5uqB8	10.1.2.147	49539	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349850.981229	CpVSMe4iKwgzN3ZV39	10.1.2.147	49540	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349851.965175	CCuyEo3DqCXaONkFyi	10.1.2.147	49541	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349853.094776	CzJxz82oe9Uwi52P55	10.1.2.147	49542	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349856.065455	Cci9J9eXyHCYKwPBl	10.1.2.147	49543	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349856.143663	C3uYsMnBwKlRDxALe	10.1.2.147	49544	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349857.040737	CBu6WZ1Z3eCCQIzLLh	10.1.2.147	49545	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349860.400810	CFxHib2Ynch6CO2Ye2	10.1.2.147	49546	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349860.883616	CW6zGC1XmxyVG0Yepg	10.1.2.147	49547	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349861.426921	CJof533oIxWR4v8054	10.1.2.147	49548	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349864.047460	CiZN1v1V0ecMCClM68	10.1.2.147	49549	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349866.109456	CUoGof1iygWDSHZgc3	10.1.2.147	49550	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349866.209424	CtUajpU2BJLUVd5Aa	10.1.2.147	49551	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349867.888920	CB4An63QDVdsNgWEp2	10.1.2.147	49552	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349869.801357	Cw3Bzy1lgeWN8QZvR8	10.1.2.147	49553	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349869.862751	CdSSzdxjykgzweTtc	10.1.2.147	49554	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349871.709028	CdnAzJ1ulC8Q9R7oAi	10.1.2.147	49555	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349873.814381	C28xQU2npFXto0INLl	10.1.2.147	49556	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349874.320621	CAvY1R2DJ7MC5WRrei	10.1.2.147	49557	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349876.964809	CbEjGx3Sv8CiREAJR1	10.1.2.147	49558	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349878.525421	Cs3b6L16Caj1uEkypc	10.1.2.147	49559	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349879.056283	CVuUkC1yg85X3QJOK2	10.1.2.147	49560	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349881.212294	CwvfBl1916Y9jQizJe	10.1.2.147	49561	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349882.261329	CX6oNf438LSMVEw9i3	10.1.2.147	49562	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349884.428472	CFfLZcIhnxRbJdJf1	10.1.2.147	49563	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349884.809344	CJwexi3jKw4quYxqr9	10.1.2.147	49564	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349885.796331	CnTBC54jSg1RvzIzSh	10.1.2.147	49565	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349888.188050	Co0E6G3kCxV2WjGVX5	10.1.2.147	49566	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349888.249244	Cg1uKDInRIos27bji	10.1.2.147	49567	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349890.189292	C8Zfqk2CVUK3eGu9s	10.1.2.147	49568	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349891.994295	CbdFOQQyJkNQeOkvb	10.1.2.147	49569	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349892.430357	CQpFQu3BbshRRQ1Nea	10.1.2.147	49570	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349893.698182	CY3poA1mzuLFJBVUPf	10.1.2.147	49571	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349895.979209	CgSzye2rFXGNgs4LBk	10.1.2.147	49572	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349897.102338	CMh6xP1Vl1CJajeuOa	10.1.2.147	49573	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349897.923143	CDbLEc1tf6XI0mFOo1	10.1.2.147	49574	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349899.546172	C5PZdq2AxQFvZ0VLK5	10.1.2.147	49575	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349900.896973	CE9eys3gohZghNmqV2	10.1.2.147	49576	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
1696349902.350924	CxTd3a4MVUC8Sw8wDc	10.1.2.147	49577	179.60.149.244	443	TLSv12	TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384	-	zzerxc.com	T	-	-	T	CstiI	-	-	-
